Data;Hora;ID do Pedido;Código;Produto;Categoria;SubCategoria;Quantidade; Preço Unitário ; Total do Pedido ; Custo Unitário ; Custo Total ;Forma de Pagamento;Tipo;Localidade; Bairro 
23/06/2023;13:54;6007;13;ISCA DE PEIXE;ALIMENTOS; ENTRADAS;10;R$ 59,62 ;R$ 596,20 ;R$ 21,89 ;218,89;Cartão de Crédito;Presencial;Sorocaba;Campolim
23/06/2023;19:16;6008;171;ARROZ DE CAMARAO;ALIMENTOS; PRATOS RISOTOS;2;R$ 60,00 ;R$ 120,00 ;R$ 40,37 ;80,73;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
23/06/2023;22:40;6009;7;FILE TRINCHADO APERITIVO;ALIMENTOS; ENTRADAS;1;R$ 79,69 ;R$ 79,69 ;R$ 26,68 ;26,68;Cartão de Crédito;Delivery;Sorocaba;Campolim
23/06/2023;11:17;6010;1520;VINHO BRANCO CHILANO SAUVIGNON BLANC 750M;BEBIDAS ALCOOLICAS ; VINHOS E ESPUMANTES;1;R$ 89,00 ;R$ 89,00 ;R$ 35,89 ;35,89;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
23/06/2023;13:45;6011;201;FILE MIGNON ALTO INDIVIDUAL;ALIMENTOS; PRATOS DE CARNES;1;R$ 89,80 ;R$ 89,80 ;R$ 32,53 ;32,53;Pix;Presencial;Sorocaba;Jardim Paulista
23/06/2023;13:13;6012;203;FILE MIGNON TRINCHADO;ALIMENTOS; PRATOS DE CARNES;1;R$ 129,00 ;R$ 129,00 ;R$ 43,70 ;43,7;Dinheiro;Delivery;Sorocaba;Jardim Paulista
23/06/2023;13:37;6013;200;FILE MIGNON ALTO;ALIMENTOS; PRATOS DE CARNES;3;R$ 139,90 ;R$ 419,70 ;R$ 45,53 ;136,6;Pix;Delivery;Sorocaba;Jardim Vergueiro
23/06/2023;22:16;6014;162;MOQUECA DE CAMARAO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 149,89 ;R$ 299,78 ;R$ 48,71 ;97,42;Dinheiro;Presencial;Votorantim;Jardim Primavera
23/06/2023;13:03;6015;113;PEIXE A DELICIA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 157,20 ;R$ 157,20 ;R$ 65,77 ;65,77;Dinheiro;Delivery;Sorocaba;Jardim Europa
23/06/2023;12:30;6016;1596;VINHO BRANCO ALAMOS CHARDONNAY 750M;BEBIDAS ALCOOLICAS ; VINHOS E ESPUMANTES;1;R$ 159,00 ;R$ 159,00 ;R$ 93,46 ;93,46;Cartão de Crédito;Presencial;Sorocaba;Vila Serrana
24/06/2023;11:47;6017;904;REFRIGERANTE KS SPRITE 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;4;R$ 5,49 ;R$ 21,96 ;R$ 2,03 ;8,12;Pix;Presencial;Sorocaba;Jardim do Sol
24/06/2023;19:38;6018;935;REFRIGERANTE LATA FANTA UVA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;5;R$ 6,50 ;R$ 32,50 ;R$ 2,44 ;12,2;Pix;Presencial;Sorocaba;Vila Hortência
24/06/2023;13:44;6019;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;212;R$ 6,69 ;R$ 1.418,28 ;R$ 2,00 ;424;Pix;Presencial;Sorocaba;Jardim Vergueiro
24/06/2023;21:27;6020;567;CACHACA YPIOCA OURO EMPALHADA 965ML;BEBIDAS ALCOOLICAS ; CACHACAS;3;R$ 6,90 ;R$ 20,70 ;R$ 1,86 ;5,58;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
24/06/2023;13:57;6021;900;REFRIGERANTE KS COCA COLA 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;105;R$ 7,81 ;R$ 820,05 ;R$ 2,03 ;213,15;Cartão de Crédito;Delivery;Sorocaba;Campolim
24/06/2023;20:23;6022;901;REFRIGERANTE KS COCA COLA ZERO 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;80;R$ 7,85 ;R$ 628,00 ;R$ 2,03 ;162,4;Pix;Delivery;Sorocaba;Jardim Tulipas
24/06/2023;14:41;6023;939;REFRIGE GUARANA ANTARTICA ZERO LATA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;13;R$ 8,84 ;R$ 114,92 ;R$ 2,25 ;29,25;Cartão de Crédito;Delivery;Votorantim;Jardim Tatiana
24/06/2023;19:49;6024;969;SUCO COPO ABACAXI COM HORTELA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;4;R$ 9,87 ;R$ 39,48 ;R$ 1,80 ;7,21;Cartão de Crédito;Presencial;Votorantim;Jardim Primavera
24/06/2023;13:11;6025;550;VODKA SMIRNOFF RED DOSE;BEBIDAS ALCOOLICAS ; VODKAS;1;R$ 9,89 ;R$ 9,89 ;R$ 1,89 ;1,89;Pix;Presencial;Sorocaba;Vila Hortência
24/06/2023;21:14;6026;972;SUCO COPO LIMONADA SUICA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 12,84 ;R$ 25,68 ;R$ 1,96 ;3,92;Pix;Presencial;Sorocaba;Vila Hortência
24/06/2023;13:21;6027;811;CERVEJA TIGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;12;R$ 13,87 ;R$ 166,44 ;R$ 5,61 ;67,32;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
24/06/2023;14:11;6028;842;CERVEJA HEINEKEN LN 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;19;R$ 15,87 ;R$ 301,53 ;R$ 4,82 ;91,65;Pix;Delivery;Sorocaba;Jardim São Paulo
24/06/2023;21:09;6029;859;CERVEJA EISENBAHN PILSEN 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;35;R$ 17,86 ;R$ 625,10 ;R$ 5,76 ;201,58;Dinheiro;Presencial;Votorantim;Vossoroca
24/06/2023;13:09;6030;563;LICOR COINTREAU DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;2;R$ 17,90 ;R$ 35,80 ;R$ 9,29 ;18,58;Cartão de Crédito;Delivery;Sorocaba;Jardim Europa
24/06/2023;13:25;6031;926;ENERGETICO RED BULL 250ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;5;R$ 19,51 ;R$ 97,55 ;R$ 7,66 ;38,3;Pix;Delivery;Sorocaba;Jardim São Paulo
24/06/2023;13:11;6032;241;CAIP FRUTA YPIOCA;DRINKS; CAIPIROSCAS DE FRUTA;54;R$ 19,84 ;R$ 1.071,36 ;R$ 2,72 ;146,78;Pix;Presencial;Sorocaba;Vila Hortência
24/06/2023;21:14;6033;797;COQUETEL SEM ALCOOL SODA DE MACA VERDE;DRINKS; COQUETEIS;6;R$ 19,90 ;R$ 119,40 ;R$ 8,83 ;53;Cartão de Crédito;Delivery;Sorocaba;Vila Hortência
24/06/2023;21:15;6034;3;CALDO DE PEIXE;ALIMENTOS; ENTRADAS;18;R$ 19,91 ;R$ 358,38 ;R$ 2,00 ;36;Dinheiro;Delivery;Votorantim;Jardim Primavera
24/06/2023;21:48;6035;70;PASTEL CARNE COM AZEITONA 06 UNIDADE;ALIMENTOS; ENTRADAS;22;R$ 24,61 ;R$ 541,42 ;R$ 5,84 ;128,37;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
24/06/2023;21:49;6036;632;CAIP ESPECIAIS VODKA SMIRNOFF;DRINKS; COQUETEIS;5;R$ 25,62 ;R$ 128,10 ;R$ 9,67 ;48,36;Dinheiro;Presencial;Votorantim;Vila Nova
24/06/2023;11:28;6037;2258;BROWNIE COMPLETO COM SORVETE UN; DOCES ; TORTAS ;3;R$ 25,70 ;R$ 77,10 ;R$ 12,98 ;38,93;Cartão de Crédito;Delivery;Sorocaba;Vila Serrana
24/06/2023;12:53;6038;782;COQUETEL GORDONS MONSTER LOCO;DRINKS; COQUETEIS;7;R$ 26,52 ;R$ 185,64 ;R$ 7,72 ;54,05;Pix;Delivery;Sorocaba;Jardim Europa
24/06/2023;13:57;6039;785;COQUETEL GORDONS TONIC CAJU DA TERRA;DRINKS; COQUETEIS;1;R$ 26,90 ;R$ 26,90 ;R$ 10,34 ;10,34;Dinheiro;Delivery;Sorocaba;Campolim
24/06/2023;11:50;6040;789;COQUETEL DESDE 92;DRINKS; COQUETEIS;2;R$ 27,90 ;R$ 55,80 ;R$ 12,59 ;25,18;Cartão de Crédito;Presencial;Sorocaba;Vila Serrana
24/06/2023;19:20;6041;65;PASTEL CAMARAO COM CATUPIRI 06 UNIDADE;ALIMENTOS; ENTRADAS;35;R$ 28,85 ;R$ 1.009,75 ;R$ 8,63 ;301,97;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
24/06/2023;19:02;6042;773;COQUETEL TANQUERAY  TRIPE T;DRINKS; COQUETEIS;1;R$ 31,90 ;R$ 31,90 ;R$ 14,80 ;14,8;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
24/06/2023;13:53;6043;109;MOQUECA DE ARRAIA 200G;ALIMENTOS; ENTRADAS;2;R$ 36,03 ;R$ 72,06 ;R$ 7,29 ;14,57;Dinheiro;Delivery;Sorocaba;Campolim
24/06/2023;13:27;6044;790;CAIP FRUTA VODKA CIROC;DRINKS; CAIPIROSCAS DE FRUTA;17;R$ 36,90 ;R$ 627,30 ;R$ 21,57 ;366,72;Pix;Presencial;Sorocaba;Jardim Paulista
24/06/2023;19:26;6045;265;PEITO DE FRANGO INFANTIL;ALIMENTOS; PRATOS EXECUTIVOS E INFANTIS;3;R$ 38,44 ;R$ 115,32 ;R$ 8,24 ;24,71;Pix;Presencial;Sorocaba;Vila Hortência
24/06/2023;12:54;6046;2;CASQUINHA DE CARANGUEJO;ALIMENTOS; ENTRADAS;38;R$ 39,88 ;R$ 1.515,44 ;R$ 6,41 ;243,66;Pix;Delivery;Sorocaba;Jardim Paulista
24/06/2023;20:24;6047;114;ISCA DE PEIXE INFANTIL;ALIMENTOS; PRATOS EXECUTIVOS E INFANTIS;3;R$ 47,25 ;R$ 141,75 ;R$ 19,37 ;58,11;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
24/06/2023;11:27;6048;14;FRANGO A PASSARINHA;ALIMENTOS; ENTRADAS;2;R$ 48,64 ;R$ 97,28 ;R$ 20,16 ;40,33;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
24/06/2023;19:42;6049;286;ESCONDIDINHO DE CARNE DE SOL INDIVIDUAL;ALIMENTOS; PRATOS DE CARNES;7;R$ 53,83 ;R$ 376,81 ;R$ 19,76 ;138,33;Dinheiro;Delivery;Sorocaba;Vila Hortência
24/06/2023;19:23;6050;11;LULA  A DORE;ALIMENTOS; ENTRADAS;1;R$ 59,94 ;R$ 59,94 ;R$ 13,99 ;13,99;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
24/06/2023;19:21;6051;44;COSTELINHA DE TAMBAQUI;ALIMENTOS; ENTRADAS;2;R$ 65,90 ;R$ 131,80 ;R$ 30,75 ;61,5;Pix;Presencial;Sorocaba;Jardim Tulipas
24/06/2023;22:21;6052;220;PANELADA 400 GRAMAS;ALIMENTOS; ENTRADAS;3;R$ 72,33 ;R$ 216,99 ;R$ 5,45 ;16,34;Cartão de Crédito;Presencial;Sorocaba;Campolim
24/06/2023;19:53;6053;231;CARNE DE SOL NORDESTINA;ALIMENTOS; PRATOS DE CARNES;5;R$ 107,58 ;R$ 537,90 ;R$ 19,79 ;98,96;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
24/06/2023;21:09;6054;106;FILE DE PARGO COM ALCAPARRAS;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;3;R$ 117,38 ;R$ 352,14 ;R$ 52,01 ;156,02;Dinheiro;Presencial;Votorantim;Vossoroca
24/06/2023;13:54;6055;230;CARNE DO SOL DA TERRA;ALIMENTOS; PRATOS DE CARNES;5;R$ 117,95 ;R$ 589,75 ;R$ 16,85 ;84,23;Dinheiro;Presencial;Sorocaba;Campolim
24/06/2023;22:09;6056;123;TILAPIA FRITA GRANDE;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;9;R$ 138,55 ;R$ 1.246,95 ;R$ 39,22 ;352,95;Cartão de Crédito;Presencial;Votorantim;Vila Nova
24/06/2023;12:06;6057;162;MOQUECA DE CAMARAO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;4;R$ 149,89 ;R$ 599,56 ;R$ 48,71 ;194,83;Pix;Delivery;Sorocaba;Jardim do Sol
24/06/2023;11:04;6058;6;FILE DE PEIXE NO PAPILOTE;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 156,85 ;R$ 156,85 ;R$ 45,65 ;45,65;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
24/06/2023;11:47;6059;1526;VINHO ROSE AVELEDA FONTE 750ML;BEBIDAS ALCOOLICAS ; VINHOS E ESPUMANTES;1;R$ 159,00 ;R$ 159,00 ;R$ 79,90 ;79,9;Pix;Presencial;Sorocaba;Jardim do Sol
24/06/2023;20:37;6060;1600;ESPUMANTE CHANDON RESERV BRUT 750ML;BEBIDAS ALCOOLICAS ; VINHOS E ESPUMANTES;7;R$ 159,00 ;R$ 1.113,00 ;R$ 87,85 ;614,95;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
25/06/2023;12:29;6061;1114;REFRIGERANTE LATA FYS LIMAO 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 5,00 ;R$ 15,00 ;R$ 2,39 ;7,17;Dinheiro;Presencial;Sorocaba;Vila Serrana
25/06/2023;19:21;6062;954;AGUA MINERAL INDAIA COM GAS 500ML;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;42;R$ 5,05 ;R$ 212,10 ;R$ 1,34 ;56,39;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
25/06/2023;22:47;6063;902;REFRIGERANTE KS KUAT 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 5,49 ;R$ 16,47 ;R$ 1,52 ;4,56;Dinheiro;Presencial;Sorocaba;Campolim
25/06/2023;20:32;6064;921;AGUA MINERAL SCHIN 500ML  COM GAS;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;2;R$ 5,50 ;R$ 11,00 ;R$ 2,01 ;4,02;Dinheiro;Presencial;Sorocaba;Jardim Tulipas
25/06/2023;13:57;6065;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;392;R$ 6,69 ;R$ 2.622,48 ;R$ 2,00 ;784;Dinheiro;Delivery;Sorocaba;Campolim
25/06/2023;22:38;6066;672;REFRIGERANTE TONICA CITRUS SCHWEPPES;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;8;R$ 7,00 ;R$ 56,00 ;R$ 2,64 ;21,12;Dinheiro;Presencial;Sorocaba;Campolim
25/06/2023;11:04;6067;900;REFRIGERANTE KS COCA COLA 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;157;R$ 7,81 ;R$ 1.226,17 ;R$ 2,03 ;318,71;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
25/06/2023;22:43;6068;901;REFRIGERANTE KS COCA COLA ZERO 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;152;R$ 7,85 ;R$ 1.193,20 ;R$ 2,03 ;308,56;Pix;Presencial;Sorocaba;Campolim
25/06/2023;21:02;6069;866;CERVEJA LN SOL PREMIUM 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;8;R$ 7,87 ;R$ 62,96 ;R$ 5,66 ;45,28;Cartão de Crédito;Delivery;Sorocaba;Jardim Piazza Di Roma
25/06/2023;19:42;6070;554;CAMPARI DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;8;R$ 7,90 ;R$ 63,20 ;R$ 3,00 ;24;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
25/06/2023;14:36;6071;970;SUCO COPO LIMAO;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;10;R$ 9,53 ;R$ 95,30 ;R$ 1,34 ;13,38;Pix;Presencial;Sorocaba;Jardim São Paulo
25/06/2023;12:32;6072;963;SUCO COPO ABACAXI;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 9,74 ;R$ 19,48 ;R$ 1,79 ;3,59;Pix;Presencial;Sorocaba;Vila Serrana
25/06/2023;13:02;6073;960;SUCO COPO CAJA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;15;R$ 9,74 ;R$ 146,10 ;R$ 3,89 ;58,42;Pix;Presencial;Sorocaba;Jardim Europa
25/06/2023;14:15;6074;965;SUCO COPO MARACUJA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;16;R$ 9,81 ;R$ 156,96 ;R$ 1,92 ;30,7;Pix;Delivery;Votorantim;Jardim Serrano
25/06/2023;20:29;6075;962;SUCO COPO GRAVIOLA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;6;R$ 9,89 ;R$ 59,34 ;R$ 1,94 ;11,61;Cartão de Crédito;Presencial;Votorantim;Vila Nova
25/06/2023;22:00;6076;967;SUCO COPO KIWI;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;1;R$ 12,86 ;R$ 12,86 ;R$ 2,32 ;2,32;Cartão de Crédito;Delivery;Votorantim;Vila Nova
25/06/2023;12:58;6077;811;CERVEJA TIGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;13;R$ 13,90 ;R$ 180,70 ;R$ 5,61 ;72,93;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
25/06/2023;21:46;6078;1088;ENERGETICO MONSTER ENERGY LATA 269ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 15,83 ;R$ 15,83 ;R$ 5,54 ;5,54;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
25/06/2023;13:47;6079;842;CERVEJA HEINEKEN LN 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;28;R$ 15,87 ;R$ 444,36 ;R$ 4,82 ;135,07;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
25/06/2023;19:42;6080;813;CERVEJA AMSTEL LAGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;189;R$ 17,84 ;R$ 3.371,76 ;R$ 6,07 ;1.147,23;Pix;Delivery;Sorocaba;Vila Hortência
25/06/2023;13:04;6081;562;LICOR 43 DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;1;R$ 19,52 ;R$ 19,52 ;R$ 10,13 ;10,13;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
25/06/2023;22:35;6082;1900;SOBREMESA MINI TORTA CASADINHO UND; DOCES ; TORTAS ;1;R$ 19,80 ;R$ 19,80 ;R$ 17,50 ;17,5;Cartão de Crédito;Presencial;Sorocaba;Campolim
25/06/2023;21:37;6083;823;CERVEJA BADEN CRISTAL LONG NECK 600ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;2;R$ 19,90 ;R$ 39,80 ;R$ 6,60 ;13,2;Dinheiro;Delivery;Votorantim;Vila Nova
25/06/2023;13:07;6084;575;GIN TANQUERAY DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;1;R$ 20,90 ;R$ 20,90 ;R$ 6,43 ;6,43;Pix;Presencial;Sorocaba;Jardim Europa
25/06/2023;20:25;6085;1927;SOBREMESA MINI TORTA TRUFADA CHOCOLATE; DOCES ; TORTAS ;1;R$ 21,90 ;R$ 21,90 ;R$ 21,34 ;21,34;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
25/06/2023;22:14;6086;805;CERVEJA HEINEKEN 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;467;R$ 12,00 ;R$ 5.604,00 ;R$ 9,04 ;4.221,68;Pix;Presencial;Votorantim;Vila Nova
25/06/2023;11:39;6087;432;WHISKY OLD PARR DOSE;BEBIDAS ALCOOLICAS ; WHISKIES;2;R$ 22,88 ;R$ 45,76 ;R$ 7,72 ;15,44;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
25/06/2023;20:47;6088;602;CAIP ESPECIAIS YPIOCA;DRINKS; COQUETEIS;6;R$ 22,90 ;R$ 137,40 ;R$ 3,56 ;21,34;Pix;Presencial;Votorantim;Jardim Serrano
25/06/2023;12:53;6089;630;CAIP FRUTA VODKA SMIRNOFF;DRINKS; CAIPIROSCAS DE FRUTA;53;R$ 23,77 ;R$ 1.259,81 ;R$ 4,96 ;262,75;Dinheiro;Presencial;Sorocaba;Jardim Europa
25/06/2023;22:32;6090;631;CAIP FRUTA MISTA VODKA SMIRNOFF;DRINKS; CAIPIROSCAS MISTAS;11;R$ 24,87 ;R$ 273,57 ;R$ 9,34 ;102,7;Cartão de Crédito;Delivery;Sorocaba;Campolim
25/06/2023;12:55;6091;781;COQUETEL MOSCOW MULE;DRINKS; COQUETEIS;1;R$ 26,75 ;R$ 26,75 ;R$ 7,05 ;7,05;Cartão de Crédito;Delivery;Sorocaba;Jardim Vergueiro
25/06/2023;19:55;6092;763;COQUETEL MOJITO;DRINKS; COQUETEIS;3;R$ 26,90 ;R$ 80,70 ;R$ 6,72 ;20,17;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
25/06/2023;12:29;6093;788;COQUETEL TERRA MULE;DRINKS; COQUETEIS;1;R$ 26,90 ;R$ 26,90 ;R$ 8,86 ;8,86;Cartão de Crédito;Presencial;Sorocaba;Vila Serrana
25/06/2023;12:20;6094;785;COQUETEL GORDONS TONIC CAJU DA TERRA;DRINKS; COQUETEIS;1;R$ 26,90 ;R$ 26,90 ;R$ 10,34 ;10,34;Dinheiro;Presencial;Sorocaba;Vila Serrana
25/06/2023;13:23;6095;889;CERVEJA BADEN GOLD ALE LONG NECK 600ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;1;R$ 26,90 ;R$ 26,90 ;R$ 11,12 ;11,12;Pix;Presencial;Sorocaba;Jardim Paulista
25/06/2023;20:29;6096;115;SURURU;ALIMENTOS; ENTRADAS;2;R$ 34,76 ;R$ 69,52 ;R$ 9,27 ;18,54;Cartão de Crédito;Delivery;Votorantim;Vila Nova
25/06/2023;21:27;6097;172;ARROZ DE CAMARAO INDIVIDUAL;ALIMENTOS; PRATOS RISOTOS;5;R$ 35,00 ;R$ 175,00 ;R$ 21,07 ;105,34;Dinheiro;Delivery;Sorocaba;Jardim Piazza Di Roma
25/06/2023;11:53;6098;265;PEITO DE FRANGO INFANTIL;ALIMENTOS; PRATOS EXECUTIVOS E INFANTIS;5;R$ 38,44 ;R$ 192,20 ;R$ 8,24 ;41,19;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
25/06/2023;11:42;6099;81;BOLINHA DE CARNE DO SOL COM QUEIJO;ALIMENTOS; ENTRADAS;14;R$ 38,71 ;R$ 541,94 ;R$ 5,69 ;79,65;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
25/06/2023;12:46;6100;82;BOLINHA DE PEIXE;ALIMENTOS; ENTRADAS;28;R$ 38,77 ;R$ 1.085,56 ;R$ 13,67 ;382,87;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
25/06/2023;19:54;6101;205;PANELADA 200 GRAMAS;ALIMENTOS; ENTRADAS;4;R$ 38,79 ;R$ 155,16 ;R$ 5,59 ;22,36;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
25/06/2023;12:07;6102;792;CAIP ESPECIAIS VODKA CIROC;DRINKS; COQUETEIS;1;R$ 38,90 ;R$ 38,90 ;R$ 25,07 ;25,07;Pix;Delivery;Sorocaba;Jardim Tulipas
25/06/2023;20:25;6103;9;CAMARAO ALHO E OLEO;ALIMENTOS; ENTRADAS;13;R$ 49,68 ;R$ 645,84 ;R$ 13,22 ;171,86;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
25/06/2023;19:39;6104;4;ARRUMADINHO;ALIMENTOS; ENTRADAS;1;R$ 50,68 ;R$ 50,68 ;R$ 16,71 ;16,71;Pix;Presencial;Sorocaba;Vila Hortência
25/06/2023;12:25;6105;11;LULA  A DORE;ALIMENTOS; ENTRADAS;2;R$ 59,94 ;R$ 119,88 ;R$ 13,99 ;27,97;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
25/06/2023;20:36;6106;217;MOQUECA DE ARRAIA 400 GRAMAS;ALIMENTOS; ENTRADAS;8;R$ 69,37 ;R$ 554,96 ;R$ 14,50 ;116,02;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
25/06/2023;14:03;6107;212;CAMARAO ALHO E ERVAS;ALIMENTOS; ENTRADAS;2;R$ 69,90 ;R$ 139,80 ;R$ 19,80 ;39,59;Pix;Delivery;Sorocaba;Jardim Piazza Di Roma
25/06/2023;22:19;6108;7;FILE TRINCHADO APERITIVO;ALIMENTOS; ENTRADAS;2;R$ 79,69 ;R$ 159,38 ;R$ 26,68 ;53,36;Pix;Delivery;Sorocaba;Campolim
25/06/2023;13:52;6109;1700;ESPUMANTE BRA SANTA COLINA BRUT 750ML;BEBIDAS ALCOOLICAS ; VINHOS E ESPUMANTES;1;R$ 85,00 ;R$ 85,00 ;R$ 37,40 ;37,4;Pix;Presencial;Sorocaba;Jardim do Sol
25/06/2023;13:42;6110;201;FILE MIGNON ALTO INDIVIDUAL;ALIMENTOS; PRATOS DE CARNES;1;R$ 89,80 ;R$ 89,80 ;R$ 32,53 ;32,53;Cartão de Crédito;Delivery;Votorantim;Jardim Tatiana
25/06/2023;20:06;6111;230;CARNE DO SOL DA TERRA;ALIMENTOS; PRATOS DE CARNES;12;R$ 117,95 ;R$ 1.415,40 ;R$ 16,85 ;202,16;Dinheiro;Presencial;Sorocaba;Campolim
25/06/2023;19:38;6112;203;FILE MIGNON TRINCHADO;ALIMENTOS; PRATOS DE CARNES;2;R$ 129,00 ;R$ 258,00 ;R$ 43,70 ;87,41;Pix;Presencial;Sorocaba;Vila Hortência
25/06/2023;11:51;6113;53;CAMARAO NA MORANGA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 149,90 ;R$ 149,90 ;R$ 54,65 ;54,65;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
25/06/2023;14:05;6114;113;PEIXE A DELICIA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;4;R$ 157,20 ;R$ 628,80 ;R$ 65,77 ;263,08;Cartão de Crédito;Delivery;Sorocaba;Jardim Piazza Di Roma
25/06/2023;14:27;6115;110;POLVO AO FORNO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 168,00 ;R$ 168,00 ;R$ 56,57 ;56,57;Pix;Presencial;Sorocaba;Jardim São Paulo
25/06/2023;20:58;6116;151;FILE DE PEIXE AO MOLHO DE CAMARAO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 213,51 ;R$ 427,02 ;R$ 54,45 ;108,9;Dinheiro;Presencial;Sorocaba;Jardim Tulipas
25/06/2023;12:44;6117;119;CHAPA DE MARISCO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 213,72 ;R$ 213,72 ;R$ 69,72 ;69,72;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
